學校,科系,項目,說明,指定項目甄試日期
逢甲大學,土木工程學系,修課紀錄(A)、課程學習成果(B、C、D)、多元表現(F、G、H、M、N)、學習歷程自述(O、P、Q)、其他(R.對土木領域的認識、S.對AI與永續議題看法) ※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,1.審查資料係提供指定項目「審查資料」及「面試」使用，參加第二階段甄試考生皆需繳交審查資料。 2.審查重點及準備指引請至本校招生網頁查看。,114.5.16至114.5.17
逢甲大學,水利工程與資源保育學系,修課紀錄(A)、課程學習成果(B、C、D)、多元表現(F、G、H、M、N)、學習歷程自述(O、P、Q)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,"審查資料係提供指定項目「審查資料」及「面試」使用，參加第二階段甄試考生皆需繳交審查資料。 2.審查重點及準
備指引請至本校招生網頁查看。",114.5.16至114.5.17
逢甲大學,都市計畫與空間資訊學系,修課紀錄(A)、課程學習成果(B、C、E)、多元表現(F、J、K、M、N)、學習歷程自述(O、P、Q)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,1.審查資料係提供指定項目使用，參加第二階段甄試考生皆須繳交。 2.學系書審準備指引暨面試進行方式及面試準備指引請至本校招生網頁查看。,114.5.16至114.5.17
逢甲大學,運輸與物流學系,修課紀錄(A)、課程學習成果(B、C、D、E)、多元表現(G、I、J、M、N)、學習歷程自述(O、P、Q)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,"1.審查資料係提供指定項目「審查資料」、「面試」使用，參加第二階段甄考生皆需繳交審查資料。 2.審查重點及準備
指引請至本校招生網頁查看。",114.5.16至114.5.17
逢甲大學,土地管理學系,修課紀錄(A)、課程學習成果(B、C、E)、多元表現(G、I、L、M、N)、學習歷程自述(O、P、Q)、其他(R.對不動產議題看法反思、S.其他有利審查資料) ※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,1. 審查資料係提供指定項目「審查資料」及「面試」使用，參加第二階段甄試考試考生皆須繳交審查資料。2.審查重點及準備指引請至校招生網頁查看。3.其他有利審查資料：如果有展現積極主動、溝通表達能力及參與團隊合作特質等歡迎提供。,114.5.16至114.5.17
逢甲大學,財務金融學系,修課紀錄(A)、課程學習成果(B、E)、多元表現(F、G、L、M、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料) ※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,"1.審查資料係提供指定項目「審查資料」及「面試」使用，參加第二階段甄試考生皆需繳交審查資料。
2.審查重點及準備指引請至本校招生網頁查看。
3.可提供其他有利審查資料，例如對本系和財務金融的認識，以及對本系金融科技課程和全英語課程規劃的看法。",114.5.16至114.5.17
逢甲大學,風險管理與保險學系,修課紀錄(A)、課程學習成果(B)、多元表現(F、G、H、I、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,"1.審查資料係提供指定項目「審查資料」及「面試」使用，參加第二階段甄試考生皆需繳交審查資料。
2.審查重點及準備指引請至本校招生網頁查看。
3.其他有利審查資料，可說明對本系專業相關之心得感想，如：對金融業的認知或對保險的看法。",114.5.16至114.5.17
逢甲大學,財務工程與精算學士學位學程,修課紀錄(A)、課程學習成果(B)、多元表現(F、L、M、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,1.審查資料係提供指定項目「審查資料」及「面試」使用，參加第二階段甄試考生皆須繳交。2.審查重點及準備指引請至本校招生網頁查看。3.英文能力檢定證明：可提供大考中心英聽測驗或各種英文能力檢定成績。4.其他：對財務工程精算瞭解、金融業認識、數理資訊程式學習心得、不同類型學習成果或各種活動參與佐證與反思說明。,114.5.16至114.5.17
逢甲大學,金融學院學士班,修課紀錄(A)、課程學習成果(B、E)、多元表現(F、G、L、M、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料) ※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,1.審查資料係提供指定項目「審查資料」及「面試」使用，參加第二階段甄試考生皆需繳交審查資料。2.審查重點及準備指引請至本校招生網頁查看。3.其他有利審查資料，如參與經濟或金融相關活動、透過YouTube或Coursera自學經驗、閱讀金融書籍心得；或金融融入生活的經驗，如記帳、零用錢管理、理財工具使用及保險方案比較等。,114.5.16至114.5.17
逢甲大學,室內設計學士學位學程,修課紀錄(A)、課程學習成果(B、C)、多元表現(F、J、K、M、N)、學習歷程自述(O、P、Q)、其他(R.空間美學體驗資料) ※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,1.審查資料係提供指定項目「審查資料」及「面試」使用，參加第二階段甄試考生皆須繳交審查資料。2.審查重點及準備指引請至本校招生網頁查看。,114.5.17至114.5.18
逢甲大學,建築專業學院學士班,修課紀錄(A)、課程學習成果(B、C)、多元表現(F、J、K、M、N)、學習歷程自述(O、P、Q)、其他(R.空間環境觀察體驗紀錄) ※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,1.審查資料係提供指定項目「審查資料」及「面試」使用，參加第二階段甄試考生皆須繳交審查資料。2.審查重點及準備指引請至本校招生網頁查看。,114.5.17
逢甲大學,澳洲墨爾本皇家理工大學商學與創新雙學士學位學程,修課紀錄(A)、課程學習成果(B、C)、多元表現(F、G、J、L、N)、學習歷程自述(O、P、Q)、其他(R.國際經驗)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,1.審查資料係提供指定項目「審查資料」及「面試」使用，參加第二階段甄試考生皆需繳交審查資料。2.審查重點及準備指引請至本校招生網頁查看。3.審查資料中英文版皆可，以英文撰寫為佳。4.檢定證照包含托福、雅思或多益等。5.國際經驗主要著重於國際觀與國際經驗之呈現。,114.5.16至114.5.17
逢甲大學,澳洲昆士蘭大學商學雙學士學位學程,修課紀錄(A)、課程學習成果(B、C)、多元表現(F、G、J、L、N)、學習歷程自述(O、P、Q)、其他(R.國際經驗)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,1.審查資料係提供指定項目「審查資料」及「面試」使用，參加第二階段甄試考生皆需繳交審查資料。2.審查重點及準備指引請至本校招生網頁查看。3.審查資料中英文版皆可，以英文撰寫為佳。4.檢定證照包含托福、雅思或多益等。5.國際經驗主要著重於國際觀與國際經驗之呈現。,114.5.16至114.5.17
逢甲大學,澳洲新南威爾斯大學設計雙學士學位學程,修課紀錄(A)、課程學習成果(B、C、E)、多元表現(F、K、L、N)、學習歷程自述(P、Q)、其他(R.國際經驗、S.作品集)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,1. 審查資料係提供指定項目「審查資料」及「面試」使用，参加第二階段甄試考生需繳交審查資料。2.審查重點及準備指引請至本校招生網站查看。3.審查資料中英文版皆可，英文撰寫為佳。4.檢定證照含托福、雅思或多益等。5.國際經驗主要著重於國際觀與國際經驗之呈現。6.作品集不限方向，能代表個人創作或參與合作創作均可。,114.5.16至114.5.17
逢甲大學,澳洲昆士蘭大學電機工程雙學士學位學程,修課紀錄(A)、課程學習成果(B、D)、多元表現(F、J、L、N)、學習歷程自述(P、Q)、其他(R.個人潛能或特殊經歷、S.其他有利審查資料) ※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,1.審查資料係提供指定項目「審查資料」及「面試」使用，参加第二階段甄試考生需繳交審查資料。2.審查重點及準備指引請至本校招生網站查看。3.審查資料中英文版皆可，以英文撰寫為佳。4.檢定證照包含托福、雅思或多益等。5.其他有利審查資料:參加以英語進行的學生活動。,114.5.16至114.5.17
逢甲大學,澳洲蒙納許大學資訊工程雙學士學位學程,修課紀錄(A)、課程學習成果(B)、多元表現(F、J、L、N)、學習歷程自述(P、Q)、其他(R.個人潛能或特殊經歷、S.其他有利審查資料) ※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,1. 審查資料係提供指定項目「審查資料」及「面試」使用，参加第二階段甄試考生需繳交審查資料。2. 審查重點及準備指引請至本校招生網站查看。3. 審查資料中英文版皆可，以英文撰寫為佳。4. 檢定證照包含托福、雅思或多益等。5. 其他有利審查資料:參加以英語進行的學生活動。,114.5.16至114.5.17
逢甲大學,美國加州聖荷西州立大學商學大數據分析雙學士學位學程,修課紀錄(A)、課程學習成果(B、E)、多元表現(F、G、J、L、N)、學習歷程自述(O、P、Q)、其他(R.國際經驗)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,1.審查資料係提供指定項目「審查資料」及「面試」使用，參加第二階段甄試考生皆需繳交審查資料。2.審查重點及準備指引請至本校招生網頁查看。3.審查資料中英文版皆可，以英文撰寫為佳。4.檢定證照包含托福、雅思或多益等。5.國際經驗主要著重於國際觀與國際經驗之呈現。,114.5.16至114.5.17
逢甲大學,美國加州聖荷西州立大學電機工程雙學士學位學程,修課紀錄(A)、課程學習成果(B、D)、多元表現(F、J、L、N)、學習歷程自述(P、Q)、其他(R.個人潛能或特殊經歷、S.其他有利審查資料) ※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,1. 審查資料係提供指定項目「審查資料」及「面試」使用，参加第二階段甄試考生需繳交審查資料。2. 審查重點及準備指引請至本校招生網站查看。3. 審查資料中英文版皆可，以英文撰寫為佳。4. 檢定證照包含托福、雅思或多益等。5. 其他有利審查資料:參加以英語進行的學生活動。,114.5.16至114.5.17
